,version,description,id,schemas,documentationLink,rootUrl,discoveryVersion,mtlsRootUrl,ownerDomain,resources,auth,servicePath,kind,parameters,revision,protocol,ownerName,icons,canonicalName,fullyEncodeReservedExpansion,basePath,title,name,version_module,baseUrl,batchPath
DeveloperMetadataLocation,v4,Reads and writes Google Sheets.,sheets:v4,"{'type': 'object', 'id': 'DeveloperMetadataLocation', 'properties': {'sheetId': {'format': 'int32', 'description': 'The ID of the sheet when metadata is associated with an entire sheet.', 'type': 'integer'}, 'dimensionRange': {'$ref': 'DimensionRange', 'description': 'Represents the row or column when metadata is associated with a dimension. The specified DimensionRange must represent a single row or column; it cannot be unbounded or span multiple rows or columns.'}, 'spreadsheet': {'type': 'boolean', 'description': 'True when metadata is associated with an entire spreadsheet.'}, 'locationType': {'enum': ['DEVELOPER_METADATA_LOCATION_TYPE_UNSPECIFIED', 'ROW', 'COLUMN', 'SHEET', 'SPREADSHEET'], 'description': 'The type of location this object represents. This field is read-only.', 'type': 'string', 'enumDescriptions': ['Default value.', 'Developer metadata associated on an entire row dimension.', 'Developer metadata associated on an entire column dimension.', 'Developer metadata associated on an entire sheet.', 'Developer metadata associated on the entire spreadsheet.']}}, 'description': 'A location where metadata may be associated in a spreadsheet.'}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
Sheet,v4,Reads and writes Google Sheets.,sheets:v4,"{'properties': {'slicers': {'items': {'$ref': 'Slicer'}, 'type': 'array', 'description': 'The slicers on this sheet.'}, 'rowGroups': {'description': 'All row groups on this sheet, ordered by increasing range start index, then by group depth.', 'type': 'array', 'items': {'$ref': 'DimensionGroup'}}, 'columnGroups': {'description': 'All column groups on this sheet, ordered by increasing range start index, then by group depth.', 'items': {'$ref': 'DimensionGroup'}, 'type': 'array'}, 'conditionalFormats': {'items': {'$ref': 'ConditionalFormatRule'}, 'description': 'The conditional format rules in this sheet.', 'type': 'array'}, 'basicFilter': {'description': 'The filter on this sheet, if any.', '$ref': 'BasicFilter'}, 'bandedRanges': {'description': 'The banded (alternating colors) ranges on this sheet.', 'items': {'$ref': 'BandedRange'}, 'type': 'array'}, 'data': {'description': 'Data in the grid, if this is a grid sheet. The number of GridData objects returned is dependent on the number of ranges requested on this sheet. For example, if this is representing `Sheet1`, and the spreadsheet was requested with ranges `Sheet1!A1:C10` and `Sheet1!D15:E20`, then the first GridData will have a startRow/startColumn of `0`, while the second one will have `startRow 14` (zero-based row 15), and `startColumn 3` (zero-based column D). For a DATA_SOURCE sheet, you can not request a specific range, the GridData contains all the values.', 'type': 'array', 'items': {'$ref': 'GridData'}}, 'merges': {'description': 'The ranges that are merged together.', 'type': 'array', 'items': {'$ref': 'GridRange'}}, 'properties': {'description': 'The properties of the sheet.', '$ref': 'SheetProperties'}, 'filterViews': {'items': {'$ref': 'FilterView'}, 'description': 'The filter views in this sheet.', 'type': 'array'}, 'charts': {'items': {'$ref': 'EmbeddedChart'}, 'description': 'The specifications of every chart on this sheet.', 'type': 'array'}, 'protectedRanges': {'description': 'The protected ranges in this sheet.', 'type': 'array', 'items': {'$ref': 'ProtectedRange'}}, 'developerMetadata': {'type': 'array', 'description': 'The developer metadata associated with a sheet.', 'items': {'$ref': 'DeveloperMetadata'}}}, 'id': 'Sheet', 'type': 'object', 'description': 'A sheet in a spreadsheet.'}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
ChartDateTimeRule,v4,Reads and writes Google Sheets.,sheets:v4,"{'type': 'object', 'properties': {'type': {'description': 'The type of date-time grouping to apply.', 'enum': ['CHART_DATE_TIME_RULE_TYPE_UNSPECIFIED', 'SECOND', 'MINUTE', 'HOUR', 'HOUR_MINUTE', 'HOUR_MINUTE_AMPM', 'DAY_OF_WEEK', 'DAY_OF_YEAR', 'DAY_OF_MONTH', 'DAY_MONTH', 'MONTH', 'QUARTER', 'YEAR', 'YEAR_MONTH', 'YEAR_QUARTER', 'YEAR_MONTH_DAY'], 'enumDescriptions': ['The default type, do not use.', 'Group dates by second, from 0 to 59.', 'Group dates by minute, from 0 to 59.', 'Group dates by hour using a 24-hour system, from 0 to 23.', 'Group dates by hour and minute using a 24-hour system, for example 19:45.', 'Group dates by hour and minute using a 12-hour system, for example 7:45 PM. The AM/PM designation is translated based on the spreadsheet locale.', 'Group dates by day of week, for example Sunday. The days of the week will be translated based on the spreadsheet locale.', 'Group dates by day of year, from 1 to 366. Note that dates after Feb. 29 fall in different buckets in leap years than in non-leap years.', 'Group dates by day of month, from 1 to 31.', 'Group dates by day and month, for example 22-Nov. The month is translated based on the spreadsheet locale.', 'Group dates by month, for example Nov. The month is translated based on the spreadsheet locale.', 'Group dates by quarter, for example Q1 (which represents Jan-Mar).', 'Group dates by year, for example 2008.', 'Group dates by year and month, for example 2008-Nov. The month is translated based on the spreadsheet locale.', 'Group dates by year and quarter, for example 2008 Q4.', 'Group dates by year, month, and day, for example 2008-11-22.'], 'type': 'string'}}, 'description': 'Allows you to organize the date-time values in a source data column into buckets based on selected parts of their date or time values.', 'id': 'ChartDateTimeRule'}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
SearchDeveloperMetadataResponse,v4,Reads and writes Google Sheets.,sheets:v4,"{'type': 'object', 'description': 'A reply to a developer metadata search request.', 'id': 'SearchDeveloperMetadataResponse', 'properties': {'matchedDeveloperMetadata': {'type': 'array', 'description': 'The metadata matching the criteria of the search request.', 'items': {'$ref': 'MatchedDeveloperMetadata'}}}}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
DimensionGroup,v4,Reads and writes Google Sheets.,sheets:v4,"{'id': 'DimensionGroup', 'properties': {'collapsed': {'description': ""This field is true if this group is collapsed. A collapsed group remains collapsed if an overlapping group at a shallower depth is expanded. A true value does not imply that all dimensions within the group are hidden, since a dimension's visibility can change independently from this group property. However, when this property is updated, all dimensions within it are set to hidden if this field is true, or set to visible if this field is false."", 'type': 'boolean'}, 'depth': {'format': 'int32', 'type': 'integer', 'description': 'The depth of the group, representing how many groups have a range that wholly contains the range of this group.'}, 'range': {'$ref': 'DimensionRange', 'description': 'The range over which this group exists.'}}, 'description': 'A group over an interval of rows or columns on a sheet, which can contain or be contained within other groups. A group can be collapsed or expanded as a unit on the sheet.', 'type': 'object'}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
AddDimensionGroupResponse,v4,Reads and writes Google Sheets.,sheets:v4,"{'id': 'AddDimensionGroupResponse', 'type': 'object', 'description': 'The result of adding a group.', 'properties': {'dimensionGroups': {'description': 'All groups of a dimension after adding a group to that dimension.', 'items': {'$ref': 'DimensionGroup'}, 'type': 'array'}}}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
Slicer,v4,Reads and writes Google Sheets.,sheets:v4,"{'type': 'object', 'description': 'A slicer in a sheet.', 'id': 'Slicer', 'properties': {'slicerId': {'description': 'The ID of the slicer.', 'format': 'int32', 'type': 'integer'}, 'position': {'description': 'The position of the slicer. Note that slicer can be positioned only on existing sheet. Also, width and height of slicer can be automatically adjusted to keep it within permitted limits.', '$ref': 'EmbeddedObjectPosition'}, 'spec': {'description': 'The specification of the slicer.', '$ref': 'SlicerSpec'}}}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
HistogramChartSpec,v4,Reads and writes Google Sheets.,sheets:v4,"{'description': 'A histogram chart. A histogram chart groups data items into bins, displaying each bin as a column of stacked items. Histograms are used to display the distribution of a dataset. Each column of items represents a range into which those items fall. The number of bins can be chosen automatically or specified explicitly.', 'id': 'HistogramChartSpec', 'properties': {'series': {'items': {'$ref': 'HistogramSeries'}, 'type': 'array', 'description': 'The series for a histogram may be either a single series of values to be bucketed or multiple series, each of the same length, containing the name of the series followed by the values to be bucketed for that series.'}, 'legendPosition': {'enumDescriptions': ['Default value, do not use.', 'The legend is rendered on the bottom of the chart.', 'The legend is rendered on the left of the chart.', 'The legend is rendered on the right of the chart.', 'The legend is rendered on the top of the chart.', 'No legend is rendered.', 'The legend is rendered inside the chart area.'], 'type': 'string', 'enum': ['HISTOGRAM_CHART_LEGEND_POSITION_UNSPECIFIED', 'BOTTOM_LEGEND', 'LEFT_LEGEND', 'RIGHT_LEGEND', 'TOP_LEGEND', 'NO_LEGEND', 'INSIDE_LEGEND'], 'description': 'The position of the chart legend.'}, 'bucketSize': {'type': 'number', 'description': 'By default the bucket size (the range of values stacked in a single column) is chosen automatically, but it may be overridden here. E.g., A bucket size of 1.5 results in buckets from 0 - 1.5, 1.5 - 3.0, etc. Cannot be negative. This field is optional.', 'format': 'double'}, 'showItemDividers': {'type': 'boolean', 'description': 'Whether horizontal divider lines should be displayed between items in each column.'}, 'outlierPercentile': {'type': 'number', 'format': 'double', 'description': 'The outlier percentile is used to ensure that outliers do not adversely affect the calculation of bucket sizes. For example, setting an outlier percentile of 0.05 indicates that the top and bottom 5% of values when calculating buckets. The values are still included in the chart, they will be added to the first or last buckets instead of their own buckets. Must be between 0.0 and 0.5.'}}, 'type': 'object'}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
UpdateSlicerSpecRequest,v4,Reads and writes Google Sheets.,sheets:v4,"{'type': 'object', 'properties': {'slicerId': {'format': 'int32', 'description': 'The id of the slicer to update.', 'type': 'integer'}, 'fields': {'description': 'The fields that should be updated. At least one field must be specified. The root `SlicerSpec` is implied and should not be specified. A single ""*""` can be used as short-hand for listing every field.', 'type': 'string', 'format': 'google-fieldmask'}, 'spec': {'$ref': 'SlicerSpec', 'description': 'The specification to apply to the slicer.'}}, 'description': ""Updates a slicer's specifications. (This does not move or resize a slicer. To move or resize a slicer use UpdateEmbeddedObjectPositionRequest."", 'id': 'UpdateSlicerSpecRequest'}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
BooleanRule,v4,Reads and writes Google Sheets.,sheets:v4,"{'properties': {'format': {'description': 'The format to apply. Conditional formatting can only apply a subset of formatting: bold, italic, strikethrough, foreground color & background color.', '$ref': 'CellFormat'}, 'condition': {'$ref': 'BooleanCondition', 'description': 'The condition of the rule. If the condition evaluates to true, the format is applied.'}}, 'type': 'object', 'description': 'A rule that may or may not match, depending on the condition.', 'id': 'BooleanRule'}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
MatchedDeveloperMetadata,v4,Reads and writes Google Sheets.,sheets:v4,"{'properties': {'dataFilters': {'description': 'All filters matching the returned developer metadata.', 'items': {'$ref': 'DataFilter'}, 'type': 'array'}, 'developerMetadata': {'$ref': 'DeveloperMetadata', 'description': 'The developer metadata matching the specified filters.'}}, 'description': 'A developer metadata entry and the data filters specified in the original request that matched it.', 'type': 'object', 'id': 'MatchedDeveloperMetadata'}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
WaterfallChartColumnStyle,v4,Reads and writes Google Sheets.,sheets:v4,"{'type': 'object', 'id': 'WaterfallChartColumnStyle', 'description': 'Styles for a waterfall chart column.', 'properties': {'label': {'description': ""The label of the column's legend."", 'type': 'string'}, 'colorStyle': {'$ref': 'ColorStyle', 'description': 'The color of the column. If color is also set, this field takes precedence.'}, 'color': {'$ref': 'Color', 'description': 'The color of the column.'}}}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
DeveloperMetadataLookup,v4,Reads and writes Google Sheets.,sheets:v4,"{'id': 'DeveloperMetadataLookup', 'description': 'Selects DeveloperMetadata that matches all of the specified fields. For example, if only a metadata ID is specified this considers the DeveloperMetadata with that particular unique ID. If a metadata key is specified, this considers all developer metadata with that key. If a key, visibility, and location type are all specified, this considers all developer metadata with that key and visibility that are associated with a location of that type. In general, this selects all DeveloperMetadata that matches the intersection of all the specified fields; any field or combination of fields may be specified.', 'type': 'object', 'properties': {'locationType': {'enumDescriptions': ['Default value.', 'Developer metadata associated on an entire row dimension.', 'Developer metadata associated on an entire column dimension.', 'Developer metadata associated on an entire sheet.', 'Developer metadata associated on the entire spreadsheet.'], 'enum': ['DEVELOPER_METADATA_LOCATION_TYPE_UNSPECIFIED', 'ROW', 'COLUMN', 'SHEET', 'SPREADSHEET'], 'type': 'string', 'description': 'Limits the selected developer metadata to those entries which are associated with locations of the specified type. For example, when this field is specified as ROW this lookup only considers developer metadata associated on rows. If the field is left unspecified, all location types are considered. This field cannot be specified as SPREADSHEET when the locationMatchingStrategy is specified as INTERSECTING or when the metadataLocation is specified as a non-spreadsheet location: spreadsheet metadata cannot intersect any other developer metadata location. This field also must be left unspecified when the locationMatchingStrategy is specified as EXACT.'}, 'locationMatchingStrategy': {'type': 'string', 'enum': ['DEVELOPER_METADATA_LOCATION_MATCHING_STRATEGY_UNSPECIFIED', 'EXACT_LOCATION', 'INTERSECTING_LOCATION'], 'description': 'Determines how this lookup matches the location. If this field is specified as EXACT, only developer metadata associated on the exact location specified is matched. If this field is specified to INTERSECTING, developer metadata associated on intersecting locations is also matched. If left unspecified, this field assumes a default value of INTERSECTING. If this field is specified, a metadataLocation must also be specified.', 'enumDescriptions': ['Default value. This value must not be used.', 'Indicates that a specified location should be matched exactly. For example, if row three were specified as a location this matching strategy would only match developer metadata also associated on row three. Metadata associated on other locations would not be considered.', 'Indicates that a specified location should match that exact location as well as any intersecting locations. For example, if row three were specified as a location this matching strategy would match developer metadata associated on row three as well as metadata associated on locations that intersect row three. If, for instance, there was developer metadata associated on column B, this matching strategy would also match that location because column B intersects row three.']}, 'visibility': {'enum': ['DEVELOPER_METADATA_VISIBILITY_UNSPECIFIED', 'DOCUMENT', 'PROJECT'], 'type': 'string', 'enumDescriptions': ['Default value.', 'Document-visible metadata is accessible from any developer project with access to the document.', 'Project-visible metadata is only visible to and accessible by the developer project that created the metadata.'], 'description': 'Limits the selected developer metadata to that which has a matching DeveloperMetadata.visibility. If left unspecified, all developer metadata visibile to the requesting project is considered.'}, 'metadataId': {'format': 'int32', 'type': 'integer', 'description': 'Limits the selected developer metadata to that which has a matching DeveloperMetadata.metadata_id.'}, 'metadataKey': {'description': 'Limits the selected developer metadata to that which has a matching DeveloperMetadata.metadata_key.', 'type': 'string'}, 'metadataValue': {'type': 'string', 'description': 'Limits the selected developer metadata to that which has a matching DeveloperMetadata.metadata_value.'}, 'metadataLocation': {'description': 'Limits the selected developer metadata to those entries associated with the specified location. This field either matches exact locations or all intersecting locations according the specified locationMatchingStrategy.', '$ref': 'DeveloperMetadataLocation'}}}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
CandlestickSeries,v4,Reads and writes Google Sheets.,sheets:v4,"{'properties': {'data': {'description': 'The data of the CandlestickSeries.', '$ref': 'ChartData'}}, 'id': 'CandlestickSeries', 'type': 'object', 'description': 'The series of a CandlestickData.'}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
EmbeddedObjectPosition,v4,Reads and writes Google Sheets.,sheets:v4,"{'type': 'object', 'properties': {'overlayPosition': {'$ref': 'OverlayPosition', 'description': 'The position at which the object is overlaid on top of a grid.'}, 'sheetId': {'description': 'The sheet this is on. Set only if the embedded object is on its own sheet. Must be non-negative.', 'format': 'int32', 'type': 'integer'}, 'newSheet': {'description': 'If true, the embedded object is put on a new sheet whose ID is chosen for you. Used only when writing.', 'type': 'boolean'}}, 'id': 'EmbeddedObjectPosition', 'description': 'The position of an embedded object such as a chart.'}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
ConditionalFormatRule,v4,Reads and writes Google Sheets.,sheets:v4,"{'type': 'object', 'properties': {'gradientRule': {'description': 'The formatting will vary based on the gradients in the rule.', '$ref': 'GradientRule'}, 'ranges': {'description': 'The ranges that are formatted if the condition is true. All the ranges must be on the same grid.', 'type': 'array', 'items': {'$ref': 'GridRange'}}, 'booleanRule': {'$ref': 'BooleanRule', 'description': 'The formatting is either ""on"" or ""off"" according to the rule.'}}, 'description': 'A rule describing a conditional format.', 'id': 'ConditionalFormatRule'}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
RefreshDataSourceRequest,v4,Reads and writes Google Sheets.,sheets:v4,"{'description': 'Refreshes one or multiple data source objects in the spreadsheet by the specified references. The request requires an additional `bigquery.readonly` OAuth scope. If there are multiple refresh requests referencing the same data source objects in one batch, only the last refresh request is processed, and all those requests will have the same response accordingly.', 'type': 'object', 'properties': {'force': {'type': 'boolean', 'description': 'Refreshes the data source objects regardless of the current state. If not set and a referenced data source object was in error state, the refresh will fail immediately.'}, 'isAll': {'type': 'boolean', 'description': 'Refreshes all existing data source objects in the spreadsheet.'}, 'references': {'description': 'References to data source objects to refresh.', '$ref': 'DataSourceObjectReferences'}, 'dataSourceId': {'description': 'Reference to a DataSource. If specified, refreshes all associated data source objects for the data source.', 'type': 'string'}}, 'id': 'RefreshDataSourceRequest'}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
DeleteDuplicatesRequest,v4,Reads and writes Google Sheets.,sheets:v4,"{'type': 'object', 'id': 'DeleteDuplicatesRequest', 'description': ""Removes rows within this range that contain values in the specified columns that are duplicates of values in any previous row. Rows with identical values but different letter cases, formatting, or formulas are considered to be duplicates. This request also removes duplicate rows hidden from view (for example, due to a filter). When removing duplicates, the first instance of each duplicate row scanning from the top downwards is kept in the resulting range. Content outside of the specified range isn't removed, and rows considered duplicates do not have to be adjacent to each other in the range."", 'properties': {'comparisonColumns': {'description': 'The columns in the range to analyze for duplicate values. If no columns are selected then all columns are analyzed for duplicates.', 'items': {'$ref': 'DimensionRange'}, 'type': 'array'}, 'range': {'description': 'The range to remove duplicates rows from.', '$ref': 'GridRange'}}}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
AddFilterViewRequest,v4,Reads and writes Google Sheets.,sheets:v4,"{'type': 'object', 'properties': {'filter': {'description': 'The filter to add. The filterViewId field is optional; if one is not set, an id will be randomly generated. (It is an error to specify the ID of a filter that already exists.)', '$ref': 'FilterView'}}, 'description': 'Adds a filter view.', 'id': 'AddFilterViewRequest'}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
NamedRange,v4,Reads and writes Google Sheets.,sheets:v4,"{'properties': {'name': {'type': 'string', 'description': 'The name of the named range.'}, 'range': {'description': 'The range this represents.', '$ref': 'GridRange'}, 'namedRangeId': {'description': 'The ID of the named range.', 'type': 'string'}}, 'id': 'NamedRange', 'description': 'A named range.', 'type': 'object'}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
SortSpec,v4,Reads and writes Google Sheets.,sheets:v4,"{'type': 'object', 'id': 'SortSpec', 'properties': {'foregroundColorStyle': {'description': 'The foreground color to sort by; cells with this foreground color are sorted to the top. Mutually exclusive with background_color, and must be an RGB-type color. If foreground_color is also set, this field takes precedence.', '$ref': 'ColorStyle'}, 'foregroundColor': {'$ref': 'Color', 'description': 'The foreground color to sort by; cells with this foreground color are sorted to the top. Mutually exclusive with background_color.'}, 'backgroundColorStyle': {'$ref': 'ColorStyle', 'description': 'The background fill color to sort by; cells with this fill color are sorted to the top. Mutually exclusive with foreground_color, and must be an RGB-type color. If background_color is also set, this field takes precedence.'}, 'backgroundColor': {'$ref': 'Color', 'description': 'The background fill color to sort by; cells with this fill color are sorted to the top. Mutually exclusive with foreground_color.'}, 'sortOrder': {'enumDescriptions': ['Default value, do not use this.', 'Sort ascending.', 'Sort descending.'], 'description': 'The order data should be sorted.', 'enum': ['SORT_ORDER_UNSPECIFIED', 'ASCENDING', 'DESCENDING'], 'type': 'string'}, 'dataSourceColumnReference': {'$ref': 'DataSourceColumnReference', 'description': 'Reference to a data source column.'}, 'dimensionIndex': {'type': 'integer', 'format': 'int32', 'description': 'The dimension the sort should be applied to.'}}, 'description': 'A sort order associated with a specific column or row.'}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
BasicSeriesDataPointStyleOverride,v4,Reads and writes Google Sheets.,sheets:v4,"{'type': 'object', 'properties': {'colorStyle': {'description': 'Color of the series data point. If empty, the series default is used. If color is also set, this field takes precedence.', '$ref': 'ColorStyle'}, 'color': {'$ref': 'Color', 'description': 'Color of the series data point. If empty, the series default is used.'}, 'pointStyle': {'description': 'Point style of the series data point. Valid only if the chartType is AREA, LINE, or SCATTER. COMBO charts are also supported if the series chart type is AREA, LINE, or SCATTER. If empty, the series default is used.', '$ref': 'PointStyle'}, 'index': {'type': 'integer', 'format': 'int32', 'description': 'Zero based index of the series data point.'}}, 'description': 'Style override settings for a single series data point.', 'id': 'BasicSeriesDataPointStyleOverride'}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
CreateDeveloperMetadataResponse,v4,Reads and writes Google Sheets.,sheets:v4,"{'properties': {'developerMetadata': {'$ref': 'DeveloperMetadata', 'description': 'The developer metadata that was created.'}}, 'id': 'CreateDeveloperMetadataResponse', 'type': 'object', 'description': 'The response from creating developer metadata.'}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
AppendCellsRequest,v4,Reads and writes Google Sheets.,sheets:v4,"{'description': 'Adds new cells after the last row with data in a sheet, inserting new rows into the sheet if necessary.', 'properties': {'sheetId': {'format': 'int32', 'description': 'The sheet ID to append the data to.', 'type': 'integer'}, 'rows': {'description': 'The data to append.', 'items': {'$ref': 'RowData'}, 'type': 'array'}, 'fields': {'description': 'The fields of CellData that should be updated. At least one field must be specified. The root is the CellData; \'row.values.\' should not be specified. A single `""*""` can be used as short-hand for listing every field.', 'format': 'google-fieldmask', 'type': 'string'}}, 'id': 'AppendCellsRequest', 'type': 'object'}",https://developers.google.com/sheets/,https://sheets.googleapis.com/,v1,https://sheets.mtls.googleapis.com/,google.com,,,,discovery#restDescription,,20210622,rest,Google,,Sheets,True,,Google Sheets API,sheets,True,https://sheets.googleapis.com/,batch
